2.500000000000000000e-01,1.381710765955607743e-15
2.800000000000000266e-01,1.524538663054538414e-15
3.099999999999999978e-01,1.667366560153468691e-15
3.400000000000000244e-01,1.810194457252399362e-15
3.800000000000000044e-01,2.000087116677979180e-15
4.299999999999999933e-01,2.226988456703258577e-15
4.799999999999999822e-01,2.453889796728537974e-15
5.300000000000000266e-01,2.680791136753817372e-15
5.899999999999999689e-01,2.948865339123023117e-15
6.600000000000000311e-01,3.251654528677994025e-15
7.299999999999999822e-01,3.554443718232964539e-15
8.100000000000000533e-01,3.900488506295788321e-15
9.000000000000000222e-01,4.281916595656690998e-15
1.010000000000000009e+00,4.735451044212723003e-15
1.120000000000000107e+00,5.188985492768755796e-15
1.250000000000000000e+00,5.724980750153156611e-15
1.389999999999999902e+00,6.284929572492573494e-15
1.540000000000000036e+00,6.874429997916791864e-15
1.719999999999999973e+00,7.581830508425854380e-15
1.909999999999999920e+00,8.328531047296529772e-15
2.129999999999999893e+00,9.162597298913347181e-15
2.370000000000000107e+00,1.006163804391793162e-14
2.629999999999999893e+00,1.103559885100622985e-14
2.930000000000000160e+00,1.215939978226196041e-14
3.259999999999999787e+00,1.334404690400249577e-14
3.629999999999999893e+00,1.466517560069366728e-14
4.040000000000000036e+00,1.612912902135145326e-14
4.500000000000000000e+00,1.776820121334005922e-14
5.009999999999999787e+00,1.950395790128275359e-14
5.570000000000000284e+00,2.140988681353355755e-14
6.200000000000000178e+00,2.355405683981570924e-14
6.900000000000000355e+00,2.591498843318591550e-14
7.679999999999999716e+00,2.844538472816192007e-14
8.550000000000000711e+00,3.126774982640438948e-14
9.519999999999999574e+00,3.441452470605403226e-14
1.058999999999999986e+01,3.800275372782922854e-14
1.178999999999999915e+01,4.165021880395542075e-14
1.311999999999999922e+01,4.569282592999528552e-14
1.459999999999999964e+01,5.019136619055093457e-14
1.625000000000000000e+01,5.520663067022445438e-14
1.808999999999999986e+01,6.047266796938609360e-14
2.012999999999999901e+01,6.622958052434457135e-14
2.239999999999999858e+01,7.263555674971502586e-14
2.494000000000000128e+01,8.020831010571787004e-14
2.775000000000000000e+01,8.865268432420143762e-14
3.089000000000000057e+01,9.808874661816528945e-14
3.438000000000000256e+01,1.075366532430811440e-13
3.825999999999999801e+01,1.177826989975152058e-13
4.257999999999999829e+01,1.291906674663696095e-13
4.739000000000000057e+01,1.418807833256985685e-13
5.275000000000000000e+01,1.560200150513709798e-13
5.871000000000000085e+01,1.717152289199222058e-13
6.534000000000000341e+01,1.884396588297684310e-13
7.271999999999999886e+01,2.070559925755701001e-13
8.093999999999999773e+01,2.277912586176418844e-13
9.007999999999999829e+01,2.511344365056682668e-13
1.002600000000000051e+02,2.771396475183385770e-13
1.115900000000000034e+02,3.041636414648553175e-13
1.241899999999999977e+02,3.338030389840519747e-13
1.382199999999999989e+02,3.668062728883638503e-13
1.538400000000000034e+02,4.035497164796219855e-13
1.712199999999999989e+02,4.444332663910218775e-13
1.905600000000000023e+02,4.899273892498523404e-13
2.120900000000000034e+02,5.422945726440216147e-13
2.360500000000000114e+02,6.035608699746704840e-13
2.627200000000000273e+02,6.717567026044035745e-13
2.923999999999999773e+02,7.476491777619016183e-13
3.254399999999999977e+02,8.321332538806261264e-13
3.621999999999999886e+02,9.261294596349938159e-13
4.031200000000000045e+02,1.030762885627070225e-12
4.486600000000000250e+02,1.147209762940832720e-12
4.993500000000000227e+02,1.276825314346950766e-12
5.557699999999999818e+02,1.559774047954866054e-12
6.185499999999999545e+02,1.917504936530324078e-12
6.884400000000000546e+02,2.315749788434415190e-12
7.662100000000000364e+02,2.758896191819464566e-12
8.527799999999999727e+02,3.252186459802539058e-12
9.491200000000000045e+02,3.801147813822285129e-12
1.056339999999999918e+03,4.587284594276753546e-12
1.175680000000000064e+03,5.877873480987848435e-12
1.308509999999999991e+03,7.314348441787534130e-12
1.456339999999999918e+03,8.913039200313602930e-12
1.620869999999999891e+03,1.069233021364170924e-11
1.803980000000000018e+03,1.267255252842022947e-11
2.007789999999999964e+03,1.487663264406115431e-11
2.234619999999999891e+03,1.822197941128954026e-11
2.487079999999999927e+03,2.212475373033054285e-11
2.768050000000000182e+03,2.646826359494652686e-11
3.080780000000000200e+03,3.130275069307570914e-11
3.428829999999999927e+03,3.668324899673656998e-11
3.816199999999999818e+03,4.267159442954537530e-11
4.247329999999999927e+03,4.933642486671621218e-11
4.727180000000000291e+03,5.675441685353324364e-11
5.261229999999999563e+03,6.442412615686903812e-11
5.855619999999999891e+03,7.079919606223434701e-11
6.517159999999999854e+03,7.789447650974417258e-11
7.253430000000000291e+03,8.579126602373888395e-11
8.072890000000000327e+03,9.458030147966958807e-11
8.984930000000000291e+03,1.043622943740476430e-10
1.000000000000000000e+04,1.152493251263132656e-10
